0.000000,0.000000
0.100000,-0.002196
0.200000,-0.007807
0.300000,-0.015370
0.400000,-0.023420
0.500000,-0.030495
0.600000,-0.035130
0.700000,-0.035862
0.800000,-0.031227
0.900000,-0.019761
1.000000,0.000000
1.100000,0.028543
1.200000,0.062454
1.300000,0.097341
1.400000,0.128812
1.500000,0.152476
1.600000,0.163942
1.700000,0.158819
1.800000,0.132715
1.900000,0.081239
2.000000,0.000000
2.100000,-0.111978
2.200000,-0.242010
2.300000,-0.373993
2.400000,-0.491826
2.500000,-0.579408
2.600000,-0.620638
2.700000,-0.599413
2.800000,-0.499633
2.900000,-0.305196
3.000000,0.000000
3.100000,0.427370
3.200000,0.969585
3.300000,1.614630
3.400000,2.350493
3.500000,3.165157
3.600000,4.046609
3.700000,4.982833
3.800000,5.961816
3.900000,6.971543
